date,counter
2020-01-01,"Counter({' says': 6, ' Year': 4, ' New': 3, ' Chinese': 2, ' Dong': 2, ' Zong': 2, ' Jawi': 2, ' seized': 2, ' Eng': 2, ' plan': 2, '160': 1, ' caught': 1, ' smoking': 1, ' eateries': 1, ' first': 1, ' day': 1, ' enforcement': 1, '87': 1, ' nationals': 1, ' involved': 1, ' investment': 1, ' scams': 1, ' nabbed': 1, ' Puchong': 1, 'UniMAP': 1, ' test': 1, ' paper': 1, ' contains': 1, ' controversial': 1, ' questions': 1, ' MP': 1, 'Penang': 1, ' fishermen': 1, ' sleepless': 1, ' 29': 1, ' storey': 1, ' dorm': 1, ' foreign': 1, ' workers': 1, 'Anti': 1, ' rally': 1, ' organisers': 1, ' called': 1, ' cops': 1, 'Apologise': 1, ' face': 1, ' suit': 1, ' Anwar': 1, ' aide': 1, ' tells': 1, ' Zuraida': 1, ' mafia': 1, ' remark': 1, 'Stop': 1, ' opposing': 1, ' get': 1, ' banned': 1, ' Gamis': 1, ' warns': 1, 'New': 1, ' Op': 1, ' Samseng': 1, ' Jalanan': 1, ' nets': 1, ' 340': 1, ' motorcyclists': 1, ' Penang': 1, 'Fireworks': 1, ' worth': 1, ' RM1': 1, ' 5': 1, ' mil': 1, ' Johor': 1, 'Dego': 1, ' Ride': 1, ' could': 1, ' provide': 1, ' 5000': 1, ' jobs': 1, ' B40': 1, ' youth': 1, ' Syed': 1, ' Saddiq': 1, 'Guan': 1, ' defends': 1, ' delay': 1, ' fuel': 1, ' subsidy': 1, ' amid': 1, ' opposition': 1, ' backlash': 1, 'Umno': 1, ' field': 1, ' former': 1, ' Bongawan': 1, ' rep': 1, ' Alamin': 1, ' Kimanis': 1, ' polls': 1, 'Positive': 1, ' impact': 1, ' development': 1, ' spending': 1, ' mid': 1, ' year': 1, ' Guan': 1, 'Sarawak': 1, ' schools': 1, ' bound': 1, ' syllabus': 1, ' despite': 1, ' legal': 1, ' leeway': 1, ' official': 1, ' language': 1, ' lawyer': 1, '16': 1, ' board': 1, ' ship': 1, ' Iran': 1, ' likely': 1, ' Malaysians': 1, 'Youngsters': 1, ' demanding': 1, ' drugs': 1, ' parties': 1, ' ex': 1, ' pusher': 1, 'Najib': 1, ' oath': 1, ' provided': 1, ' shariah': 1, ' law': 1, ' Hadi': 1, 'Speed': 1, ' separation': 1, ' AG': 1, ' public': 1, ' prosecutor': 1, ' functions': 1, ' govt': 1, ' urged': 1, 'Turbulence': 1, ' ahead': 1, ' privatise': 1, ' money': 1, ' making': 1, ' Malaysia': 1, ' Airports': 1, 'Dr': 1, ' M': 1, ' joins': 1, ' thousands': 1, ' Dataran': 1, ' Merdeka': 1, ' celebration': 1, 'Ramasamy': 1, ' clarifies': 1, ' presence': 1, ' fight': 1, ' Hindu': 1, ' temple': 1, ' last': 1, ' week': 1})"
2020-01-02,"Counter({' says': 7, ' Maszlee': 4, ' gets': 2, ' mil': 2, ' tells': 2, ' asks': 2, 'Maszlee': 2, ' Kimanis': 2, ' polls': 2, ' deputy': 2, ' minister': 2, ' Teo': 2, 'Petition': 1, ' support': 1, ' 100000': 1, ' signatures': 1, ' 4': 1, ' hours': 1, '1': 1, ' affordable': 1, ' houses': 1, ' 10': 1, ' years': 1, ' achievable': 1, ' Zuraida': 1, 'Kimanis': 1, ' Tanjung': 1, ' Piai': 1, ' Shafie': 1, ' BN': 1, 'Kelantan': 1, ' RM400': 1, ' special': 1, ' allocation': 1, ' Putrajaya': 1, 'Are': 1, ' importers': 1, ' hoarding': 1, ' onions': 1, ' consumer': 1, ' body': 1, 'Bung': 1, ' Moktar': 1, ' Zizie': 1, ' Izette': 1, ' legally': 1, ' married': 1, ' witness': 1, ' court': 1, ' best': 1, ' Dong': 1, ' Zong': 1, 'Warisan': 1, ' picks': 1, ' Karim': 1, ' Bujang': 1, 'What': 1, ' Najib': 1, 'Sabah': 1, ' first': 1, ' place': 1, ' MACC': 1, ' officer': 1, ' chief': 1, ' office': 1, ' quits': 1, ' education': 1, ' vows': 1, ' loyalty': 1, ' Dr': 1, ' M': 1, 'Najib': 1, ' seeks': 1, ' stay': 1, ' proceedings': 1, ' Pua': 1, ' misfeasance': 1, ' suit': 1, 'Local': 1, ' political': 1, ' issues': 1, ' affecting': 1, ' foreign': 1, ' investments': 1, ' Invest': 1, ' Penang': 1, 'Detained': 1, ' Nigerian': 1, ' student': 1, ' given': 1, ' medicine': 1, ' immigration': 1, ' inquest': 1, ' told': 1, 'Chief': 1, ' secretary': 1, ' Zuki': 1, ' Ali': 1, ' receives': 1, ' letter': 1, ' appointment': 1, 'Minor': 1, ' Cabinet': 1, ' reshuffle': 1, ' affect': 1, ' ministers': 1, 'Study': 1, ' Malaysian': 1, ' workers': 1, ' feel': 1, ' discriminated': 1, ' Asian': 1, ' peers': 1, 'Jawi': 1, ' Chinese': 1, ' schools': 1, ' 51': 1, ' parents': 1, ' PTAs': 1, ' agree': 1, 'Another': 1, ' water': 1, ' disruption': 1, ' Johor': 1, ' high': 1, ' ammonia': 1, ' levels': 1, ' detected': 1, 'Recycling': 1, ' promise': 1, ' recognising': 1, ' UEC': 1, ' bad': 1, ' PH': 1, 'Kit': 1, ' Siang': 1, ' ministry': 1, ' wash': 1, ' hands': 1, ' exam': 1, ' paper': 1, ' row': 1, 'More': 1, ' powers': 1, ' Sabah': 1, ' Umno': 1, ' Zahid': 1, ' ahead': 1, 'Cabbies': 1, ' group': 1, ' wants': 1, ' PSV': 1, ' rule': 1, ' apply': 1, ' motorcycle': 1, ' e': 1, ' hailing': 1, ' service': 1, ' relaunched': 1})"
2020-01-03,"Counter({' says': 6, 'Maszlee': 3, ' Kimanis': 3, ' bid': 3, ' resignation': 3, 'Sarawak': 2, ' vehicles': 2, ' probe': 2, ' judicial': 2, ' interference': 2, ' Mara': 2, ' claims': 2, ' China': 2, ' claim': 2, ' year': 2, ' Penang': 2, ' suit': 2, ' DAP': 2, ' ban': 2, 'No': 1, ' one': 1, ' recognises': 1, ' Mavcom': 1, ' civil': 1, ' aviation': 1, ' authority': 1, ' Loke': 1, ' Customs': 1, ' seize': 1, ' 42': 1, ' imported': 1, ' luxury': 1, ' worth': 1, ' RM10': 1, ' mil': 1, 'Unacceptable': 1, ' Sangeet': 1, ' CJ': 1, ' failure': 1, 'Blitz': 1, ' smokers': 1, ' nets': 1, ' 150': 1, ' Selangor': 1, 'Rina': 1, ' Harun': 1, ' denies': 1, ' retrenchment': 1, ' allegations': 1, 'Traders': 1, ' forced': 1, ' pay': 1, ' RM500': 1, ' RM1000': 1, ' month': 1, ' Wangsa': 1, ' Maju': 1, ' MP': 1, 'Girl': 1, ' 10': 1, ' found': 1, ' hanged': 1, ' staircase': 1, ' Cheras': 1, ' home': 1, 'We': 1, ' afraid': 1, ' despite': 1, ' protest': 1, ' Saifuddin': 1, ' South': 1, ' Sea': 1, 'CJ': 1, ' explains': 1, 'Think': 1, ' tank': 1, ' pushes': 1, ' better': 1, ' cancer': 1, ' data': 1, 'Repair': 1, ' crew': 1, ' stumbles': 1, ' 200': 1, ' old': 1, ' cannons': 1, ' quitting': 1, ' shows': 1, ' PH': 1, ' mess': 1, ' Najib': 1, 'Penang': 1, ' aims': 1, ' cashless': 1, ' society': 1, ' 2030': 1, 'Najib': 1, ' laughs': 1, ' presence': 1, ' cause': 1, ' BN': 1, ' lose': 1, 'High': 1, ' Court': 1, ' dismisses': 1, ' Jamal': 1, ' strike': 1, ' Kok': 1, 'Civil': 1, ' servants': 1, ' banned': 1, ' holding': 1, ' posts': 1, ' political': 1, ' parties': 1, '6': 1, ' months': 1, ' Singapore': 1, ' fitted': 1, ' RFID': 1, 'RON97': 1, ' 2': 1, ' sen': 1, ' RON95': 1, ' diesel': 1, ' unchanged': 1, 'Petronas': 1, ' mulls': 1, ' global': 1, ' bond': 1, ' sale': 1, ' 5': 1, ' hiatus': 1, 'Nothing': 1, ' wrong': 1, ' foreign': 1, ' workers': 1, ' hostel': 1, ' council': 1, ' good': 1, ' Sarawak': 1, ' state': 1, ' minister': 1, 'Seremban': 1, ' Jaya': 1, ' rep': 1, ' bail': 1, ' LTTE': 1, ' case': 1, ' heard': 1, ' Jan': 1, ' 16': 1, ' demands': 1, ' answers': 1, ' appointment': 1, ' Unimas': 1, ' chairman': 1, 'Sandakan': 1, ' airport': 1, ' set': 1, ' soar': 1, ' RM80': 1, ' million': 1, ' upgrade': 1, 'Sultan': 1, ' Melaka': 1, ' free': 1, ' last': 1, 'Anifah': 1, ' loses': 1, ' review': 1, ' court': 1, ' order': 1, ' calling': 1, ' election': 1, 'Will': 1, ' Maszlee': 1, ' seen': 1, ' victory': 1, ' asks': 1, ' analyst': 1, 'PBS': 1, ' stay': 1, ' race': 1, 'MAHB': 1, ' doubles': 1, ' capacity': 1, ' klia2': 1, ' arrival': 1, ' area': 1, 'Ackbal': 1, ' new': 1, ' air': 1, ' force': 1, ' chief': 1, 'Malay': 1, ' economic': 1, ' body': 1, ' slams': 1, ' plan': 1, ' close': 1, ' Corp': 1, 'Perlis': 1, ' mufti': 1, ' urges': 1, ' govt': 1, ' dangerous': 1, ' Dong': 1, ' Zong': 1, 'Court': 1, ' orders': 1, ' Mat': 1, ' Sabu': 1, ' son': 1, ' enter': 1, ' defence': 1, ' drugs': 1, ' charge': 1, 'MCA': 1, ' challenges': 1, ' build': 1, ' cheap': 1, ' student': 1, ' hostels': 1, ' KL': 1, ' prime': 1, ' land': 1, 'The': 1, ' Queen': 1, ' tweets': 1, ' Jawi': 1, 'Rafidah': 1, ' timeline': 1, ' leadership': 1, ' change': 1, ' puts': 1, ' pressure': 1, ' others': 1, ' follow': 1, 'Compound': 1, ' notices': 1, ' totalling': 1, ' RM144000': 1, ' issued': 1, ' first': 1, ' day': 1, ' smoking': 1})"
2020-01-04,"Counter({' says': 10, ' Kimanis': 7, ' Warisan': 3, ' PM': 2, ' sue': 2, ' man': 2, 'Sabah': 2, ' minister': 2, ' PH': 2, ' PPBM': 2, ' Shafie': 2, ' voters': 2, 'Women': 2, ' victory': 2, ' good': 2, ' Sabah': 2, ' questions': 2, ' BN': 2, ' wise': 2, 'PH': 1, ' discuss': 1, ' handover': 1, ' Syed': 1, ' Saddiq': 1, 'Nora': 1, ' Anne': 1, ' parents': 1, ' resort': 1, ' operator': 1, 'Kelantan': 1, ' monster': 1, ' appetite': 1, ' becomes': 1, ' video': 1, ' star': 1, 'Maszlee': 1, ' resignation': 1, ' blessing': 1, ' disguise': 1, ' natives': 1, ' opposed': 1, ' PSS': 1, 'PM': 1, ' picks': 1, ' Maszlee': 1, ' successor': 1, 'Pan': 1, ' Borneo': 1, ' project': 1, ' longer': 1, ' run': 1, ' party': 1, 'Let': 1, ' regain': 1, ' control': 1, ' gas': 1, ' Leiking': 1, ' urges': 1, ' kingmakers': 1, ' Wanita': 1, 'Penang': 1, ' Hill': 1, ' railway': 1, ' closed': 1, ' maintenance': 1, ' Jan': 1, ' 6': 1, ' 14': 1, ' bury': 1, ' hatchet': 1, ' ensure': 1, ' motorcycle': 1, ' taxi': 1, ' riders': 1, ' Hannah': 1, 'No': 1, ' prohibited': 1, ' antibiotics': 1, ' found': 1, ' local': 1, ' shrimp': 1, ' samples': 1, ' fisheries': 1, ' dept': 1, 'Matta': 1, ' plans': 1, ' Mata': 1, ' using': 1, ' name': 1, ' goodwill': 1, 'Handicapped': 1, ' powerlifting': 1, ' athlete': 1, ' Ata': 1, ' Maarof': 1, ' dies': 1, ' fire': 1, 'Stop': 1, ' Umno': 1, ' ruling': 1, 'Bersih': 1, ' timing': 1, ' govt': 1, ' allocations': 1, ' residents': 1, 'Exam': 1, ' Ethnic': 1, ' Relations': 1, ' taken': 1, ' context': 1, ' UniMAP': 1, 'DoE': 1, ' restructured': 1, ' 1400': 1, ' posts': 1, ' filled': 1, '2': 1, ' die': 1, ' car': 1, ' rams': 1, ' petrol': 1, ' kiosk': 1, ' JB': 1, 'Ministry': 1, ' warns': 1, ' use': 1, ' drugs': 1, ' treat': 1, ' children': 1, ' flu': 1, 'Contest': 1, ' mentor': 1, ' mentee': 1, ' polls': 1, 'Ensure': 1, ' rise': 1, 'PKR': 1, ' Youth': 1, ' wants': 1, ' Anwar': 1, ' May': 1, 'Putting': 1, ' PSP': 1, ' due': 1, ' worries': 1, ' high': 1, ' cost': 1, ' living': 1, ' slow': 1, ' economic': 1, ' growth': 1, 'Academic': 1, ' calls': 1, ' education': 1, ' enough': 1, ' unite': 1, 'Tense': 1, ' moments': 1, ' outside': 1, ' election': 1, ' nomination': 1, ' centre': 1, 'Straight': 1, ' fight': 1, 'Govt': 1, ' expresses': 1, ' concern': 1, ' Iran': 1, ' US': 1, ' conflict': 1, 'New': 1, ' Unimas': 1, ' chief': 1, ' keen': 1, ' job': 1, ' despite': 1, ' Kuching': 1, ' gripe': 1, 'Four': 1, ' legged': 1, ' boys': 1, ' definitely': 1, ' want': 1, ' mess': 1})"
2020-01-05,"Counter({' says': 10, 'Warisan': 3, ' Umno': 3, ' KL': 3, ' minister': 2, ' held': 2, ' tells': 2, ' Sabah': 2, ' Dr': 2, ' M': 2, ' Anwar': 2, ' fight': 2, ' bush': 2, 'No': 2, ' big': 2, ' Warisan': 2, 'Umno': 1, ' make': 1, ' constitutional': 1, ' proposal': 1, 'Cops': 1, ' smash': 1, ' illicit': 1, ' cigarette': 1, ' ring': 1, ' six': 1, ' hits': 1, ' criticism': 1, ' community': 1, ' Christmas': 1, 'Shias': 1, ' enemies': 1, ' Saudi': 1, ' diplomat': 1, ' conference': 1, ' true': 1, ' Shafie': 1, 'Survey': 1, ' shows': 1, ' racial': 1, ' split': 1, ' support': 1, '6': 1, ' year': 1, ' old': 1, ' female': 1, ' tapir': 1, ' run': 1, ' Kota': 1, ' Tinggi': 1, ' road': 1, 'MP': 1, ' UniMAP': 1, ' chief': 1, ' must': 1, ' sacked': 1, ' exam': 1, ' paper': 1, 'Guan': 1, ' Eng': 1, ' lists': 1, ' 5': 1, ' factors': 1, ' better': 1, ' growth': 1, ' 2020': 1, 'Malaysians': 1, ' losing': 1, ' confidence': 1, ' future': 1, ' report': 1, 'Malaysia': 1, ' offers': 1, ' help': 1, ' Aussie': 1, ' fires': 1, 'Spot': 1, ' checks': 1, ' prices': 1, ' 4000': 1, ' shops': 1, ' starting': 1, ' Penang': 1, 'Boy': 1, ' 12': 1, ' fined': 1, ' cigarettes': 1, ' father': 1, '4': 1, ' transgenders': 1, ' among': 1, ' 42': 1, ' guest': 1, ' relations': 1, ' officers': 1, 'Kimanis': 1, ' fishing': 1, ' jetties': 1, ' get': 1, ' RM500000': 1, ' boost': 1, 'The': 1, ' Dusun': 1, ' prepares': 1, ' suit': 1, ' Nora': 1, ' Anne': 1, ' parents': 1, ' deal': 1, ' Kadir': 1, ' Jasin': 1, ' Maszlee': 1, ' resignation': 1, 'US': 1, ' govt': 1, ' issues': 1, ' security': 1, ' alert': 1, ' amid': 1, ' rising': 1, ' tensions': 1, ' Middle': 1, ' East': 1, ' designated': 1, ' smoking': 1, ' areas': 1, ' allowed': 1, ' eateries': 1, 'Jawi': 1, ' schools': 1, ' meant': 1, ' teach': 1, ' kids': 1, ' national': 1, ' heritage': 1, '137': 1, ' kindy': 1, ' teachers': 1, ' attending': 1, ' course': 1, ' food': 1, ' poisoning': 1, 'Rayani': 1, ' Air': 1, ' yet': 1, ' obtain': 1, ' air': 1, ' operator': 1, ' cert': 1, ' resume': 1, ' services': 1, 'Ensure': 1, ' water': 1, ' supply': 1, ' time': 1, ' want': 1, ' maintain': 1, ' tariffs': 1, 'Don': 1, ' underestimate': 1, ' BN': 1, ' pull': 1, ' KJ': 1, ' warns': 1, ' like': 1, ' PH': 1, ' party': 1, ' deputy': 1, ' president': 1, 'Anwar': 1, ' gathers': 1, ' celeb': 1, ' Muslim': 1, ' scholars': 1, ' counter': 1, ' Summit': 1, 'Put': 1, ' customer': 1, ' safety': 1, ' first': 1, ' bike': 1, ' e': 1, ' hailing': 1, ' group': 1, 'Probe': 1, ' lucky': 1, ' draw': 1, ' prizes': 1, ' cars': 1, ' motorbikes': 1, ' EC': 1, 'Money': 1, ' making': 1, ' world': 1, ' Mokhtar': 1, ' multi': 1, ' coloured': 1, ' mushrooms': 1, 'Envoy': 1, ' praises': 1, ' hearted': 1, ' Malaysians': 1, ' fire': 1, ' sympathy': 1})"
2020-01-06,"Counter({' says': 12, ' Najib': 7, ' tells': 5, ' Sabah': 3, 'I': 3, ' Kimanis': 3, 'Shafie': 2, ' ex': 2, ' minister': 2, ' Dr': 2, ' M': 2, ' trial': 2, ' charges': 2, 'No': 2, ' Sarawak': 2, ' motorbike': 2, 'Jho': 2, ' Low': 2, ' best': 2, ' ministry': 2, ' court': 2, ' Shafie': 2, ' Ismail': 2, ' Sabri': 2, ' Malaysia': 2, ' impeach': 2, ' conflicting': 2, ' statements': 2, ' 1MDB': 2, ' face': 2, ' police': 2, ' report': 2, ' crippled': 1, ' development': 1, ' BN': 1, 'RM1': 1, ' bil': 1, ' BSH': 1, ' aid': 1, ' payout': 1, ' start': 1, ' Jan': 1, ' 20': 1, 'Will': 1, ' pupils': 1, ' get': 1, ' free': 1, ' breakfast': 1, '116': 1, ' firms': 1, ' called': 1, ' talks': 1, ' combat': 1, ' drugs': 1, ' via': 1, ' courier': 1, 'Wee': 1, ' takes': 1, ' task': 1, ' unproductive': 1, ' poor': 1, ' remark': 1, 'Five': 1, ' nabbed': 1, ' gang': 1, ' rape': 1, ' 14': 1, ' year': 1, ' old': 1, ' girl': 1, 'Zahid': 1, ' goes': 1, ' October': 1, ' visa': 1, ' corruption': 1, 'MA63': 1, ' decisions': 1, ' made': 1, ' 7': 1, ' months': 1, ' debate': 1, ' Khairy': 1, ' hurry': 1, ' next': 1, ' elections': 1, ' CM': 1, 'Transport': 1, ' hops': 1, ' surprise': 1, ' taxi': 1, ' ride': 1, ' absence': 1, ' deprives': 1, ' defence': 1, ' lawyer': 1, 'Zamzam': 1, ' water': 1, ' sold': 1, ' locally': 1, ' may': 1, ' fake': 1, ' misled': 1, ' signatures': 1, ' looked': 1, ' like': 1, ' mine': 1, 'MAHB': 1, ' group': 1, ' CEO': 1, ' resigns': 1, 'My': 1, ' guru': 1, ' raped': 1, ' Brahma': 1, ' Kumaris': 1, ' devotee': 1, 'Umno': 1, ' challenges': 1, ' Bersih': 1, ' hold': 1, ' street': 1, ' demos': 1, ' clean': 1, ' polls': 1, 'Cops': 1, ' AG': 1, ' meet': 1, ' discuss': 1, ' fate': 1, ' 3': 1, ' hot': 1, ' cases': 1, ' today': 1, 'Maszlee': 1, ' bright': 1, ' future': 1, ' Anwar': 1, ' quips': 1, ' Kadir': 1, 'We': 1, ' want': 1, ' fight': 1, ' real': 1, ' crime': 1, ' politicians': 1, ' wasting': 1, ' time': 1, ' top': 1, ' cop': 1, ' limited': 1, ' budget': 1, ' workers': 1, ' without': 1, ' transparent': 1, ' system': 1, ' Bangladesh': 1, 'Court': 1, ' rejects': 1, ' bid': 1, 'Pua': 1, ' suit': 1, ' deferred': 1, ' give': 1, ' way': 1, ' criminal': 1, 'Kamal': 1, ' Salih': 1, ' quits': 1, ' Unimas': 1, ' chairman': 1, ' criticism': 1, ' giving': 1, ' alms': 1, ' viral': 1, ' photo': 1, 'Drunk': 1, ' driver': 1, ' ploughs': 1, ' outside': 1, ' nasi': 1, ' kandar': 1, ' shop': 1, 'Superman': 1, ' Hew': 1, ' wins': 1, ' right': 1, ' challenge': 1, ' ban': 1, ' comic': 1, ' book': 1, 'Pay': 1, ' compound': 1, ' action': 1, ' MACC': 1, ' warns': 1, 'Ex': 1, ' engineer': 1, ' DBKL': 1, ' 6': 1, ' graft': 1, 'PSM': 1, ' official': 1, ' praises': 1, ' Maszlee': 1, ' helped': 1, ' create': 1, ' caring': 1, ' society': 1, 'Maritime': 1, ' agency': 1, ' detains': 1, ' Singapore': 1, ' registered': 1, ' oil': 1, ' tanker': 1, ' Penang': 1, 'Pan': 1, ' Borneo': 1, ' Highway': 1, ' 22': 1, ' complete': 1, 'Prosecution': 1, ' applies': 1, ' credibility': 1, ' SRC': 1, ' case': 1, 'Sabah': 1, ' Umno': 1, ' Youth': 1, ' lodges': 1, ' lucky': 1, ' draw': 1, 'Keep': 1, ' differences': 1, ' personal': 1, ' feelings': 1, ' aside': 1, ' ministers': 1, ' civil': 1, ' servants': 1, ' blame': 1, ' backward': 1, ' rural': 1, ' areas': 1, ' looks': 1, ' forward': 1, ' returning': 1, 'Traders': 1, ' lodge': 1, ' MP': 1, ' KL': 1, ' mayor': 1, ' claiming': 1, ' power': 1, ' abuse': 1, 'Where': 1, ' rules': 1, ' bike': 1, ' e': 1, ' hailing': 1, ' asks': 1, ' SPAD': 1, ' man': 1, 'Warisan': 1, ' woos': 1, ' voters': 1, ' special': 1, ' campaign': 1, ' song': 1})"
2020-01-07,"Counter({' says': 15, ' Kimanis': 4, ' M': 4, ' Malaysia': 3, ' Moktar': 3, ' Dr': 3, ' Anwar': 3, ' probe': 3, ' Sabah': 2, ' RM1': 2, ' mil': 2, ' tax': 2, ' Warisan': 2, ' election': 2, 'Najib': 2, ' lawyer': 2, ' Umno': 2, ' claim': 2, ' buying': 2, ' palm': 2, ' oil': 2, ' time': 2, ' Shafie': 2, ' workers': 2, ' source': 2, ' Bung': 2, ' tells': 2, ' Sarawak': 2, ' NZ': 2, ' flight': 2, ' Shia': 2, ' Saudi': 2, ' money': 2, ' say': 2, ' centre': 2, ' step': 2, ' AG': 2, ' urged': 2, 'Reject': 1, ' pass': 1, ' protest': 1, ' held': 1, ' 3': 1, ' days': 1, ' polls': 1, 'China': 1, ' invite': 1, ' Istac': 1, ' tour': 1, ' Xinjiang': 1, ' Beijing': 1, ' envoy': 1, 'Malaysians': 1, ' Middle': 1, ' East': 1, ' Gulf': 1, ' region': 1, ' told': 1, ' vigilant': 1, 'Ex': 1, ' DBKL': 1, ' deputy': 1, ' director': 1, ' charged': 1, ' receiving': 1, ' bribes': 1, ' totalling': 1, 'Govt': 1, ' channel': 1, ' 50': 1, ' CPO': 1, ' windfall': 1, ' biofuel': 1, ' fund': 1, '12': 1, ' Nuri': 1, ' helicopters': 1, ' grounded': 1, ' service': 1, ' discontinued': 1, 'Woman': 1, ' Grab': 1, ' driver': 1, ' attacked': 1, ' male': 1, ' passenger': 1, 'PR1MA': 1, ' national': 1, ' housing': 1, ' corporation': 1, ' Zuraida': 1, 'Umno': 1, ' disrespectful': 1, ' local': 1, ' culture': 1, ' charges': 1, ' VP': 1, 'Karim': 1, ' denies': 1, ' members': 1, ' stopped': 1, ' rival': 1, ' campaigning': 1, ' know': 1, ' forged': 1, ' signature': 1, 'Brahma': 1, ' Kumaris': 1, ' guru': 1, ' devotee': 1, ' love': 1, 'Shafie': 1, ' sue': 1, ' vs': 1, ' Philippines': 1, 'India': 1, ' asks': 1, ' refiners': 1, ' avoid': 1, ' Malaysian': 1, ' report': 1, 'Bung': 1, ' wants': 1, ' swift': 1, ' action': 1, ' H1N1': 1, ' case': 1, ' detected': 1, 'Traders': 1, ' warned': 1, ' Indian': 1, ' onions': 1, ' hit': 1, ' RM24': 1, ' per': 1, ' kg': 1, 'Court': 1, ' hear': 1, ' application': 1, ' Samy': 1, ' Vellu': 1, ' woman': 1, ' companion': 1, ' Feb': 1, ' 18': 1, 'Independent': 1, ' growers': 1, ' get': 1, ' 9': 1, ' certified': 1, 'MACC': 1, ' clears': 1, ' vote': 1, 'Labour': 1, ' Dept': 1, ' monitoring': 1, ' wage': 1, ' payments': 1, ' liquidated': 1, ' glove': 1, ' maker': 1, ' insists': 1, ' knowledge': 1, ' RM42': 1, ' million': 1, 'Kula': 1, ' agrees': 1, ' transparent': 1, ' system': 1, ' Bangladeshi': 1, 'Let': 1, ' fight': 1, ' like': 1, ' gentlemen': 1, ' gangsters': 1, 'Negotiation': 1, ' MA63': 1, ' waste': 1, ' political': 1, ' activist': 1, 'Malaysia': 1, ' Airlines': 1, ' sorry': 1, ' troubled': 1, 'Putrajaya': 1, ' mulls': 1, ' complaints': 1, ' committee': 1, ' enforcement': 1, ' agencies': 1, 'Local': 1, ' leader': 1, ' hits': 1, ' diplomat': 1, ' anti': 1, ' remarks': 1, 'Petronas': 1, ' shares': 1, ' soar': 1, ' court': 1, ' dismisses': 1, ' govt': 1, ' appeal': 1, 'Stop': 1, ' forced': 1, ' labour': 1, ' may': 1, ' face': 1, ' sanctions': 1, ' warns': 1, ' Kula': 1, 'We': 1, ' trumpet': 1, ' achievements': 1, ' responds': 1, ' survey': 1, 'SRC': 1, ' board': 1, ' directors': 1, ' responsible': 1, ' transfer': 1, ' Najib': 1, 'Sabah': 1, ' wildlife': 1, ' authorities': 1, ' tigers': 1, ' park': 1, ' malnourished': 1, 'Dr': 1, ' Trump': 1, ' strike': 1, ' Iranian': 1, ' general': 1, ' different': 1, ' Saudis': 1, ' murder': 1, ' Khashoggi': 1, 'Gold': 1, ' trader': 1, ' faked': 1, ' robbery': 1, ' make': 1, ' insurance': 1, ' cops': 1, 'Maszlee': 1, ' resignation': 1, ' nothing': 1, ' King': 1, ' Salman': 1, 'BN': 1, ' campaign': 1, ' help': 1, ' friends': 1, 'Don': 1, ' instigate': 1, ' us': 1, ' Bersih': 1, ' politicians': 1, ' call': 1, ' street': 1, ' protests': 1, 'Plan': 1, ' reopen': 1, ' backed': 1, ' tipping': 1, ' point': 1, ' grouses': 1, ' Maszlee': 1, 'Unfair': 1, ' pre': 1, ' judge': 1, ' Tommy': 1, ' Thomas': 1, ' latest': 1, ' ex': 1, 'Passengers': 1, ' aboard': 1, ' MH': 1, ' tell': 1, ' double': 1, ' ordeal': 1, ' takeoff': 1, 'Malays': 1, ' confident': 1, ' champion': 1, ' rights': 1, ' analyst': 1, 'Police': 1, ' Seremban': 1, ' councillor': 1, ' posting': 1, ' offensive': 1, ' Zakir': 1, ' Naik': 1, ' posts': 1, 'Ministry': 1, ' reinstate': 1, ' Sulong': 1, ' Unimas': 1, ' chairman': 1, 'Mujahid': 1, ' Moroccan': 1, ' expert': 1, ' advise': 1, ' maqasid': 1, ' shariah': 1, 'Closing': 1, ' Mara': 1, ' Corp': 1, ' would': 1, ' disaster': 1, ' MTEM': 1, 'Citing': 1, ' past': 1, ' support': 1, ' urges': 1, ' recuse': 1, ' sex': 1, ' assault': 1, 'CAP': 1, ' queries': 1, ' tribunal': 1, ' u': 1, ' turn': 1, ' favour': 1, ' car': 1, ' manufacturer': 1, 'Use': 1, ' cigarette': 1, ' build': 1, ' smoking': 1, ' areas': 1, ' PH': 1, 'PSS': 1, ' first': 1, ' citizenship': 1, ' claims': 1, ' man': 1})"
