date,state,cases_new,deaths_new,beds,beds_covid,beds_icu_covid,cum_cases,cum_deaths
2021-11-01,Putrajaya,34.0,0.0,609.0,84.0,6.0,7063.0,21.0
2021-11-01,Labuan,0.0,0.0,122.0,12.0,7.0,10071.0,149.0
2021-11-01,Kuala Lumpur,204.0,3.0,3963.0,608.0,47.0,193922.0,2559.0
2021-11-01,Terengganu,269.0,6.0,1557.0,491.0,37.0,69885.0,463.0
2021-11-01,Selangor,883.0,5.0,5338.0,1330.0,158.0,715563.0,9600.0
2021-11-01,Sarawak,478.0,20.0,3927.0,1552.0,161.0,241524.0,1352.0
2021-11-01,Sabah,393.0,7.0,4103.0,1689.0,229.0,218342.0,2529.0
2021-11-01,Penang,318.0,4.0,1985.0,638.0,75.0,145165.0,1599.0
2021-11-01,Perak,190.0,2.0,3277.0,945.0,85.0,116375.0,1118.0
2021-11-01,Pahang,288.0,2.0,2066.0,709.0,81.0,77189.0,659.0
2021-11-01,Negeri Sembilan,144.0,0.0,1749.0,1084.0,88.0,103098.0,1237.0
2021-11-01,Malacca,184.0,1.0,1317.0,651.0,38.0,65517.0,903.0
2021-11-01,Kelantan,461.0,5.0,2771.0,848.0,85.0,139530.0,1027.0
2021-11-01,Kedah,326.0,0.0,2664.0,1259.0,130.0,149002.0,1982.0
2021-11-01,Johor,408.0,6.0,5160.0,2753.0,102.0,218545.0,3659.0
2021-11-01,Perlis,46.0,2.0,487.0,190.0,11.0,5477.0,115.0
2021-11-02,Sabah,549.0,4.0,4103.0,1689.0,229.0,218891.0,2533.0
2021-11-02,Putrajaya,33.0,0.0,609.0,84.0,6.0,7096.0,21.0
2021-11-02,Labuan,0.0,0.0,122.0,12.0,7.0,10071.0,149.0
2021-11-02,Kuala Lumpur,259.0,1.0,3963.0,608.0,43.0,194181.0,2560.0
2021-11-02,Terengganu,217.0,1.0,1557.0,491.0,37.0,70102.0,464.0
2021-11-02,Selangor,899.0,11.0,5338.0,1330.0,158.0,716462.0,9611.0
2021-11-02,Sarawak,528.0,18.0,4055.0,1552.0,161.0,242052.0,1370.0
2021-11-02,Penang,276.0,8.0,1985.0,638.0,75.0,145441.0,1607.0
2021-11-02,Johor,419.0,4.0,5160.0,2753.0,102.0,218964.0,3663.0
2021-11-02,Perak,219.0,5.0,3277.0,926.0,85.0,116594.0,1123.0
2021-11-02,Pahang,250.0,1.0,2066.0,709.0,81.0,77439.0,660.0
2021-11-02,Negeri Sembilan,119.0,0.0,1749.0,1084.0,88.0,103217.0,1237.0
2021-11-02,Malacca,214.0,0.0,1317.0,651.0,38.0,65731.0,903.0
2021-11-02,Kelantan,688.0,11.0,2771.0,791.0,85.0,140218.0,1038.0
2021-11-02,Kedah,347.0,6.0,2664.0,1259.0,130.0,149349.0,1988.0
2021-11-02,Perlis,54.0,0.0,487.0,190.0,11.0,5531.0,115.0
2021-11-03,Sabah,675.0,4.0,4103.0,1689.0,229.0,219566.0,2537.0
2021-11-03,Putrajaya,19.0,0.0,609.0,84.0,6.0,7115.0,21.0
2021-11-03,Labuan,6.0,0.0,122.0,12.0,7.0,10077.0,149.0
2021-11-03,Kuala Lumpur,199.0,1.0,3963.0,608.0,43.0,194380.0,2561.0
2021-11-03,Terengganu,209.0,1.0,1557.0,491.0,37.0,70311.0,465.0
2021-11-03,Selangor,1167.0,1.0,5338.0,1330.0,156.0,717629.0,9612.0
2021-11-03,Sarawak,540.0,10.0,4055.0,1552.0,161.0,242592.0,1380.0
2021-11-03,Penang,246.0,2.0,1985.0,638.0,75.0,145687.0,1609.0
2021-11-03,Perlis,27.0,3.0,487.0,190.0,11.0,5558.0,118.0
2021-11-03,Perak,190.0,1.0,3277.0,926.0,85.0,116784.0,1124.0
2021-11-03,Pahang,316.0,0.0,2066.0,709.0,81.0,77755.0,660.0
2021-11-03,Negeri Sembilan,156.0,1.0,1749.0,1084.0,88.0,103373.0,1238.0
2021-11-03,Malacca,154.0,2.0,1317.0,651.0,38.0,65885.0,905.0
2021-11-03,Kelantan,565.0,9.0,2771.0,791.0,85.0,140783.0,1047.0
2021-11-03,Kedah,381.0,3.0,2664.0,1259.0,130.0,149730.0,1991.0
2021-11-03,Johor,441.0,8.0,5160.0,2753.0,102.0,219405.0,3671.0
2021-11-04,Labuan,19.0,0.0,122.0,12.0,7.0,10096.0,149.0
2021-11-04,Kuala Lumpur,275.0,2.0,3963.0,608.0,43.0,194655.0,2563.0
2021-11-04,Terengganu,234.0,3.0,1557.0,491.0,37.0,70545.0,468.0
2021-11-04,Selangor,1344.0,6.0,5338.0,1330.0,156.0,718973.0,9618.0
2021-11-04,Sarawak,527.0,19.0,4055.0,1552.0,161.0,243119.0,1399.0
2021-11-04,Sabah,655.0,3.0,4103.0,1689.0,229.0,220221.0,2540.0
2021-11-04,Penang,340.0,2.0,1985.0,638.0,75.0,146027.0,1611.0
2021-11-04,Putrajaya,55.0,0.0,609.0,84.0,6.0,7170.0,21.0
2021-11-04,Perak,210.0,6.0,3277.0,926.0,85.0,116994.0,1130.0
2021-11-04,Pahang,310.0,4.0,2066.0,709.0,81.0,78065.0,664.0
2021-11-04,Negeri Sembilan,188.0,1.0,1749.0,1084.0,88.0,103561.0,1239.0
2021-11-04,Malacca,250.0,0.0,1317.0,651.0,38.0,66135.0,905.0
2021-11-04,Kelantan,484.0,7.0,2771.0,791.0,85.0,141267.0,1054.0
2021-11-04,Kedah,355.0,3.0,2664.0,1259.0,130.0,150085.0,1994.0
2021-11-04,Johor,429.0,8.0,5160.0,2753.0,102.0,219834.0,3679.0
2021-11-04,Perlis,38.0,0.0,487.0,190.0,11.0,5596.0,118.0
2021-11-05,Putrajaya,37.0,0.0,609.0,84.0,6.0,7207.0,21.0
2021-11-05,Labuan,19.0,0.0,122.0,12.0,7.0,10115.0,149.0
2021-11-05,Kuala Lumpur,201.0,5.0,3963.0,608.0,43.0,194856.0,2568.0
2021-11-05,Terengganu,238.0,4.0,1557.0,491.0,37.0,70783.0,472.0
2021-11-05,Selangor,1075.0,5.0,5338.0,1330.0,146.0,720048.0,9623.0
2021-11-05,Sarawak,496.0,16.0,4055.0,1545.0,161.0,243615.0,1415.0
2021-11-05,Sabah,554.0,1.0,4103.0,1689.0,202.0,220775.0,2541.0
2021-11-05,Penang,227.0,0.0,1985.0,638.0,68.0,146254.0,1611.0
2021-11-05,Perlis,22.0,0.0,487.0,190.0,11.0,5618.0,118.0
2021-11-05,Pahang,267.0,2.0,2066.0,709.0,81.0,78332.0,666.0
2021-11-05,Negeri Sembilan,227.0,0.0,1749.0,1084.0,88.0,103788.0,1239.0
2021-11-05,Malacca,201.0,1.0,1317.0,651.0,38.0,66336.0,906.0
2021-11-05,Kelantan,398.0,2.0,2771.0,791.0,85.0,141665.0,1056.0
2021-11-05,Kedah,297.0,3.0,2664.0,1259.0,130.0,150382.0,1997.0
2021-11-05,Johor,405.0,6.0,5160.0,2753.0,102.0,220239.0,3685.0
2021-11-05,Perak,258.0,2.0,3277.0,926.0,85.0,117252.0,1132.0
2021-11-06,Sarawak,499.0,18.0,4055.0,1545.0,161.0,244114.0,1433.0
2021-11-06,Putrajaya,41.0,0.0,609.0,84.0,6.0,7248.0,21.0
2021-11-06,Labuan,10.0,0.0,122.0,12.0,7.0,10125.0,149.0
2021-11-06,Kuala Lumpur,268.0,1.0,3963.0,608.0,43.0,195124.0,2569.0
2021-11-06,Terengganu,201.0,4.0,1557.0,491.0,37.0,70984.0,476.0
2021-11-06,Selangor,1063.0,7.0,5338.0,1330.0,146.0,721111.0,9630.0
2021-11-06,Sabah,569.0,7.0,4103.0,1671.0,202.0,221344.0,2548.0
2021-11-06,Penang,225.0,0.0,1985.0,638.0,68.0,146479.0,1611.0
