date,state,cases_new,deaths_new,beds,beds_covid,beds_icu_covid,cum_cases,cum_deaths
2022-01-01,Putrajaya,20.0,0.0,609.0,56.0,6.0,9409.0,22.0
2022-01-01,Labuan,2.0,0.0,202.0,93.0,7.0,10826.0,151.0
2022-01-01,Kuala Lumpur,191.0,6.0,3963.0,572.0,34.0,211041.0,2679.0
2022-01-01,Terengganu,130.0,3.0,1587.0,475.0,40.0,82810.0,711.0
2022-01-01,Selangor,786.0,5.0,5338.0,1166.0,86.0,787416.0,9960.0
2022-01-01,Sarawak,24.0,1.0,4055.0,1283.0,136.0,252324.0,1616.0
2022-01-01,Sabah,264.0,0.0,4270.0,1168.0,148.0,240796.0,2783.0
2022-01-01,Penang,206.0,0.0,1973.0,482.0,49.0,161310.0,1745.0
2022-01-01,Perlis,22.0,0.0,487.0,156.0,11.0,7191.0,136.0
2022-01-01,Pahang,268.0,3.0,2066.0,659.0,81.0,95614.0,771.0
2022-01-01,Negeri Sembilan,97.0,1.0,1749.0,1084.0,68.0,113661.0,1320.0
2022-01-01,Malacca,182.0,0.0,1317.0,651.0,34.0,76472.0,954.0
2022-01-01,Kelantan,350.0,1.0,2521.0,510.0,60.0,169393.0,1246.0
2022-01-01,Kedah,254.0,2.0,2664.0,1259.0,130.0,168640.0,2160.0
2022-01-01,Johor,426.0,1.0,5160.0,2290.0,74.0,245366.0,3861.0
2022-01-01,Perak,164.0,3.0,3277.0,618.0,85.0,129203.0,1398.0
2022-01-02,Sabah,165.0,2.0,4270.0,1168.0,148.0,240961.0,2785.0
2022-01-02,Putrajaya,19.0,0.0,609.0,56.0,6.0,9428.0,22.0
2022-01-02,Labuan,15.0,0.0,202.0,93.0,7.0,10841.0,151.0
2022-01-02,Kuala Lumpur,135.0,1.0,3963.0,572.0,34.0,211176.0,2680.0
2022-01-02,Terengganu,122.0,4.0,1587.0,475.0,40.0,82932.0,715.0
2022-01-02,Selangor,734.0,5.0,5338.0,1166.0,86.0,788150.0,9965.0
2022-01-02,Sarawak,17.0,0.0,4055.0,1283.0,136.0,252341.0,1616.0
2022-01-02,Penang,166.0,0.0,1973.0,542.0,49.0,161476.0,1745.0
2022-01-02,Perlis,13.0,0.0,487.0,156.0,11.0,7204.0,136.0
2022-01-02,Perak,149.0,0.0,3277.0,618.0,85.0,129352.0,1398.0
2022-01-02,Pahang,203.0,0.0,2066.0,659.0,81.0,95817.0,771.0
2022-01-02,Negeri Sembilan,89.0,1.0,1749.0,1084.0,68.0,113750.0,1321.0
2022-01-02,Malacca,148.0,1.0,1317.0,651.0,34.0,76620.0,955.0
2022-01-02,Kelantan,275.0,1.0,2521.0,510.0,60.0,169668.0,1247.0
2022-01-02,Kedah,225.0,1.0,2664.0,1259.0,130.0,168865.0,2161.0
2022-01-02,Johor,407.0,3.0,5160.0,2290.0,74.0,245773.0,3864.0
2022-01-03,Putrajaya,13.0,0.0,609.0,56.0,6.0,9441.0,22.0
2022-01-03,Labuan,2.0,0.0,202.0,93.0,7.0,10843.0,151.0
2022-01-03,Kuala Lumpur,167.0,0.0,3963.0,572.0,34.0,211343.0,2680.0
2022-01-03,Terengganu,173.0,2.0,1587.0,475.0,40.0,83105.0,717.0
2022-01-03,Selangor,673.0,5.0,5338.0,1166.0,86.0,788823.0,9970.0
2022-01-03,Sarawak,12.0,1.0,4055.0,1283.0,132.0,252353.0,1617.0
2022-01-03,Sabah,161.0,2.0,4270.0,1168.0,148.0,241122.0,2787.0
2022-01-03,Penang,160.0,6.0,1973.0,542.0,49.0,161636.0,1751.0
2022-01-03,Perak,112.0,4.0,3277.0,618.0,85.0,129464.0,1402.0
2022-01-03,Pahang,158.0,2.0,2002.0,659.0,81.0,95975.0,773.0
2022-01-03,Negeri Sembilan,71.0,0.0,1749.0,1084.0,68.0,113821.0,1321.0
2022-01-03,Malacca,121.0,0.0,1317.0,651.0,34.0,76741.0,955.0
2022-01-03,Kelantan,272.0,3.0,2521.0,510.0,60.0,169940.0,1250.0
2022-01-03,Kedah,254.0,1.0,2664.0,1259.0,130.0,169119.0,2162.0
2022-01-03,Johor,329.0,2.0,5160.0,2290.0,70.0,246102.0,3866.0
2022-01-03,Perlis,12.0,0.0,487.0,156.0,11.0,7216.0,136.0
2022-01-04,Sabah,258.0,3.0,4270.0,1168.0,148.0,241380.0,2790.0
2022-01-04,Putrajaya,35.0,0.0,609.0,56.0,6.0,9476.0,22.0
2022-01-04,Labuan,5.0,0.0,202.0,93.0,7.0,10848.0,151.0
2022-01-04,Kuala Lumpur,206.0,1.0,3963.0,572.0,34.0,211549.0,2681.0
2022-01-04,Terengganu,138.0,1.0,1587.0,475.0,40.0,83243.0,718.0
2022-01-04,Selangor,514.0,9.0,5338.0,1166.0,86.0,789337.0,9979.0
2022-01-04,Sarawak,24.0,0.0,4055.0,1283.0,119.0,252377.0,1617.0
2022-01-04,Penang,230.0,2.0,1973.0,542.0,49.0,161866.0,1753.0
2022-01-04,Johor,284.0,3.0,5160.0,2290.0,70.0,246386.0,3869.0
2022-01-04,Perak,101.0,3.0,3277.0,618.0,85.0,129565.0,1405.0
2022-01-04,Pahang,146.0,2.0,2002.0,659.0,81.0,96121.0,775.0
2022-01-04,Negeri Sembilan,117.0,1.0,1749.0,1084.0,68.0,113938.0,1322.0
2022-01-04,Malacca,105.0,0.0,1317.0,651.0,34.0,76846.0,955.0
2022-01-04,Kelantan,397.0,3.0,2521.0,510.0,60.0,170337.0,1253.0
2022-01-04,Kedah,237.0,3.0,2664.0,1259.0,130.0,169356.0,2165.0
2022-01-04,Perlis,45.0,0.0,487.0,156.0,11.0,7261.0,136.0
2022-01-05,Sabah,280.0,1.0,4270.0,1168.0,148.0,241660.0,2791.0
2022-01-05,Putrajaya,25.0,0.0,609.0,56.0,6.0,9501.0,22.0
2022-01-05,Labuan,15.0,0.0,202.0,93.0,7.0,10863.0,151.0
2022-01-05,Kuala Lumpur,245.0,2.0,3963.0,572.0,34.0,211794.0,2683.0
2022-01-05,Terengganu,128.0,1.0,1587.0,475.0,40.0,83371.0,719.0
2022-01-05,Selangor,908.0,3.0,5338.0,1166.0,86.0,790245.0,9982.0
2022-01-05,Sarawak,47.0,0.0,3569.0,756.0,91.0,252424.0,1617.0
2022-01-05,Perlis,25.0,0.0,487.0,156.0,11.0,7286.0,136.0
2022-01-05,Pahang,153.0,3.0,2002.0,659.0,81.0,96274.0,778.0
2022-01-05,Perak,122.0,3.0,3277.0,597.0,65.0,129687.0,1408.0
2022-01-05,Penang,222.0,0.0,1973.0,542.0,49.0,162088.0,1753.0
2022-01-05,Negeri Sembilan,181.0,0.0,1749.0,1084.0,68.0,114119.0,1322.0
2022-01-05,Malacca,74.0,2.0,1317.0,651.0,34.0,76920.0,957.0
2022-01-05,Kelantan,327.0,1.0,2521.0,502.0,48.0,170664.0,1254.0
2022-01-05,Kedah,174.0,2.0,2664.0,1259.0,130.0,169530.0,2167.0
2022-01-05,Johor,344.0,0.0,5160.0,2290.0,70.0,246730.0,3869.0
2022-01-06,Putrajaya,38.0,0.0,609.0,56.0,6.0,9539.0,22.0
2022-01-06,Labuan,20.0,0.0,202.0,86.0,7.0,10883.0,151.0
2022-01-06,Kuala Lumpur,229.0,0.0,3963.0,572.0,34.0,212023.0,2683.0
2022-01-06,Terengganu,153.0,2.0,1587.0,475.0,40.0,83524.0,721.0
2022-01-06,Selangor,919.0,4.0,5338.0,1166.0,86.0,791164.0,9986.0
2022-01-06,Sarawak,19.0,0.0,3569.0,756.0,91.0,252443.0,1617.0
2022-01-06,Sabah,245.0,2.0,4270.0,1168.0,148.0,241905.0,2793.0
2022-01-06,Penang,222.0,1.0,1973.0,542.0,49.0,162310.0,1754.0
2022-01-06,Perak,166.0,1.0,3277.0,597.0,65.0,129853.0,1409.0
2022-01-06,Pahang,260.0,2.0,2002.0,659.0,81.0,96534.0,780.0
2022-01-06,Negeri Sembilan,160.0,1.0,1749.0,1084.0,68.0,114279.0,1323.0
2022-01-06,Malacca,168.0,1.0,1317.0,651.0,34.0,77088.0,958.0
2022-01-06,Kelantan,296.0,2.0,2521.0,502.0,48.0,170960.0,1256.0
2022-01-06,Kedah,217.0,0.0,2664.0,1259.0,130.0,169747.0,2167.0
2022-01-06,Johor,410.0,3.0,5160.0,2290.0,70.0,247140.0,3872.0
