date,price,open,high,low,change %
2021-12-31,0.2399,0.2396,0.2402,0.2394,0.24%
2021-12-30,0.2394,0.2394,0.2398,0.2393,0.14%
2021-12-29,0.239,0.2391,0.2392,0.2389,-0.03%
2021-12-28,0.2391,0.2391,0.2392,0.2389,0.06%
2021-12-27,0.2389,0.2382,0.2391,0.2382,0.31%
2021-12-24,0.2382,0.2381,0.2385,0.238,0.10%
2021-12-23,0.238,0.2375,0.2381,0.2375,0.31%
2021-12-22,0.2373,0.2375,0.2378,0.2372,-0.12%
2021-12-21,0.2375,0.2366,0.2378,0.2366,0.43%
2021-12-20,0.2365,0.2364,0.2368,0.2363,-0.14%
2021-12-17,0.2368,0.2377,0.2378,0.2368,-0.31%
2021-12-16,0.2376,0.2366,0.2378,0.2363,0.55%
2021-12-15,0.2363,0.2362,0.2365,0.236,0.05%
2021-12-14,0.2362,0.236,0.2371,0.236,-0.10%
2021-12-13,0.2364,0.2373,0.2377,0.2365,-0.35%
2021-12-10,0.2373,0.2369,0.2374,0.2366,0.07%
2021-12-09,0.2372,0.2371,0.2373,0.2371,0.09%
2021-12-08,0.2369,0.2367,0.2372,0.236,0.32%
2021-12-07,0.2362,0.2363,0.2366,0.236,0.00%
2021-12-06,0.2362,0.2364,0.2368,0.2362,-0.07%
2021-12-03,0.2363,0.2361,0.2369,0.236,0.03%
2021-12-02,0.2363,0.2371,0.2371,0.2363,-0.24%
2021-12-01,0.2368,0.2378,0.2381,0.237,-0.40%
