date,price,open,high,low,change %
2021-02-26,0.2465,0.2467,0.2471,0.2461,-0.39%
2021-02-25,0.2475,0.2475,0.2478,0.2473,0.10%
2021-02-24,0.2472,0.2475,0.2476,0.2474,0.00%
2021-02-23,0.2472,0.2476,0.2476,0.2471,0.00%
2021-02-22,0.2472,0.2477,0.2477,0.2472,-0.05%
2021-02-19,0.2473,0.2475,0.2476,0.2471,0.02%
2021-02-18,0.2473,0.2474,0.2479,0.2472,-0.05%
2021-02-17,0.2474,0.2474,0.2479,0.2471,-0.25%
2021-02-16,0.248,0.2478,0.2483,0.2478,0.13%
2021-02-15,0.2477,0.2474,0.2479,0.2473,0.19%
2021-02-11,0.2473,0.2472,0.2475,0.2469,0.04%
2021-02-10,0.2472,0.2474,0.2478,0.2468,0.10%
2021-02-09,0.2469,0.2462,0.247,0.2462,0.44%
2021-02-08,0.2458,0.2461,0.2463,0.2458,0.12%
2021-02-05,0.2455,0.2463,0.2464,0.2453,-0.32%
2021-02-04,0.2463,0.2471,0.2471,0.2463,-0.17%
2021-02-03,0.2467,0.2472,0.2473,0.2468,-0.17%
2021-02-02,0.2472,0.2473,0.248,0.2469,-0.08%
2021-02-01,0.2474,0.2473,0.248,0.2473,0.06%
