date,price,open,high,low,change %
2021-03-31,0.2411,0.2408,0.2413,0.2404,0.12%
2021-03-30,0.2408,0.2415,0.2415,0.2408,-0.22%
2021-03-29,0.2413,0.2413,0.2415,0.2408,0.11%
2021-03-26,0.2411,0.2411,0.2415,0.2408,0.00%
2021-03-25,0.241,0.242,0.242,0.2411,-0.41%
2021-03-24,0.242,0.2418,0.2423,0.2417,-0.17%
2021-03-23,0.2424,0.2433,0.2434,0.2424,-0.22%
2021-03-22,0.243,0.2429,0.2435,0.2428,-0.15%
2021-03-19,0.2433,0.2435,0.2435,0.2423,0.10%
2021-03-18,0.2431,0.2435,0.2438,0.2428,0.24%
2021-03-17,0.2425,0.243,0.2432,0.2426,-0.19%
2021-03-16,0.243,0.2432,0.2433,0.243,-0.02%
2021-03-15,0.243,0.2429,0.2433,0.2425,0.12%
2021-03-12,0.2427,0.2436,0.2436,0.2428,-0.24%
2021-03-11,0.2433,0.2428,0.2435,0.2426,0.44%
2021-03-10,0.2422,0.243,0.243,0.2416,-0.19%
2021-03-09,0.2427,0.243,0.2433,0.2418,-0.24%
2021-03-08,0.2433,0.2454,0.2455,0.2435,-0.83%
2021-03-05,0.2453,0.2466,0.2466,0.2453,-0.39%
2021-03-04,0.2463,0.2467,0.2468,0.2465,-0.17%
2021-03-03,0.2467,0.2466,0.2472,0.2463,0.17%
2021-03-02,0.2463,0.2471,0.2471,0.2462,-0.05%
2021-03-01,0.2464,0.2465,0.2468,0.2465,-0.02%
