date,price,open,high,low,change %
2020-03-31,0.2317,0.2308,0.2328,0.2308,0.40%
2020-03-30,0.2308,0.2314,0.2319,0.229,-0.12%
2020-03-27,0.2311,0.232,0.2356,0.2301,0.17%
2020-03-26,0.2307,0.2275,0.232,0.2271,1.26%
2020-03-25,0.2278,0.2263,0.228,0.2255,0.93%
2020-03-24,0.2257,0.225,0.2261,0.225,0.33%
2020-03-23,0.225,0.2257,0.2275,0.2249,-0.30%
2020-03-20,0.2257,0.2269,0.2286,0.2257,-0.37%
2020-03-19,0.2265,0.2286,0.2286,0.2265,-0.92%
2020-03-18,0.2286,0.2294,0.2294,0.2286,-0.52%
2020-03-17,0.2298,0.2321,0.2321,0.2298,-0.99%
2020-03-16,0.2321,0.2335,0.2337,0.232,-0.68%
2020-03-13,0.2337,0.2333,0.2337,0.2328,-0.17%
2020-03-12,0.2341,0.2354,0.2354,0.2336,-0.76%
2020-03-11,0.2359,0.2361,0.2364,0.2354,0.13%
2020-03-10,0.2356,0.2371,0.2371,0.2356,-0.59%
2020-03-09,0.237,0.2393,0.2396,0.2368,-1.13%
2020-03-06,0.2397,0.2403,0.2403,0.2388,-0.25%
2020-03-05,0.2403,0.2393,0.2404,0.2393,0.46%
2020-03-04,0.2392,0.2383,0.2393,0.2383,0.25%
2020-03-03,0.2386,0.2381,0.2386,0.2377,0.29%
2020-03-02,0.2379,0.2374,0.2382,0.2366,0.21%
