date,price,open,high,low,change %
2022-01-31,0.2389,0.2388,0.2391,0.2387,0.16%
2022-01-28,0.2386,0.2382,0.2388,0.238,0.19%
2022-01-27,0.2381,0.2381,0.2382,0.2377,-0.16%
2022-01-26,0.2385,0.2387,0.2387,0.2385,-0.03%
2022-01-25,0.2386,0.2387,0.2389,0.2387,-0.03%
2022-01-24,0.2386,0.2384,0.2391,0.2384,-0.07%
2022-01-21,0.2388,0.2386,0.2391,0.2384,0.05%
2022-01-20,0.2387,0.2386,0.239,0.2386,0.12%
2022-01-19,0.2384,0.2385,0.2387,0.2383,-0.24%
2022-01-17,0.2389,0.2391,0.2391,0.2387,-0.12%
2022-01-14,0.2392,0.2395,0.2396,0.2387,-0.05%
2022-01-13,0.2394,0.2395,0.2397,0.2392,0.24%
2022-01-12,0.2388,0.2387,0.2394,0.2387,0.12%
2022-01-11,0.2385,0.238,0.2386,0.238,0.21%
2022-01-10,0.238,0.238,0.2381,0.2379,0.21%
2022-01-07,0.2375,0.2371,0.238,0.2371,0.09%
2022-01-06,0.2373,0.2383,0.2383,0.2373,-0.47%
2022-01-05,0.2384,0.2388,0.2388,0.2384,-0.17%
2022-01-04,0.2388,0.2393,0.2393,0.2389,-0.33%
2022-01-03,0.2396,0.24,0.24,0.2396,-0.14%
