date,price,open,high,low,change %
2021-06-30,0.2408,0.2414,0.2414,0.2406,0.00%
2021-06-29,0.2408,0.2411,0.2411,0.2405,-0.10%
2021-06-28,0.241,0.2404,0.2414,0.2404,0.22%
2021-06-25,0.2405,0.2405,0.2408,0.2403,0.10%
2021-06-24,0.2403,0.2402,0.2404,0.24,0.05%
2021-06-23,0.2402,0.241,0.241,0.2399,0.00%
2021-06-22,0.2402,0.241,0.2415,0.2403,-0.32%
2021-06-21,0.241,0.2414,0.2415,0.2408,-0.22%
2021-06-18,0.2415,0.2413,0.2417,0.2413,0.02%
2021-06-17,0.2414,0.242,0.2422,0.2414,-0.56%
2021-06-16,0.2428,0.2428,0.243,0.2427,0.00%
2021-06-15,0.2428,0.2431,0.2433,0.2428,-0.05%
2021-06-14,0.2429,0.2431,0.2432,0.243,-0.17%
2021-06-11,0.2433,0.2428,0.2435,0.2427,0.31%
2021-06-10,0.2426,0.2428,0.243,0.2427,-0.09%
2021-06-09,0.2428,0.2427,0.2429,0.2426,0.10%
2021-06-08,0.2425,0.2427,0.2428,0.2426,0.17%
2021-06-04,0.2421,0.242,0.2423,0.242,-0.12%
2021-06-03,0.2424,0.2426,0.2428,0.2424,0.05%
2021-06-02,0.2423,0.2424,0.2424,0.2421,0.05%
2021-06-01,0.2422,0.2425,0.243,0.2421,-0.05%
